"surveyID","bdod_0.5cm_mean","cec_0.5cm_mean","cfvo_0.5cm_mean","clay_0.5cm_mean","nitrogen_0.5cm_mean","ocd_0.5cm_mean","phh2o_0.5cm_mean","sand_0.5cm_mean","silt_0.5cm_mean","soc_0.5cm_mean","Water","Mangroves","Grassland","Buildings","Herb Wetland","Tree cover","Cropland","Bare","Shrubland","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Lat","Long","b1","Year","NPP_y","Npp_QC","Yearly_NDVI","Yearly_leaf_area_index_high_vegetation","Yearly_leaf_area_index_low_vegetation","Herb.Wetland.2","Tree.cover.2","Herb.Wetland.1","Tree.cover.1","Herb.Wetland","Tree.cover","col.names"
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2002,0.461476666666667,25.0166666666667,3231.68181818182,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2003,0.395336666666667,28.1333333333333,3164.05681818182,2.18413224273768,1.84552668235114,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2004,0.502506666666667,25.5166666666667,3668.69565217391,2.17981916944741,1.8303634023409,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2005,0.43882,29.1666666666667,3361.98863636364,2.1711225221184,1.79983200363033,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2006,0.545101666666667,27.4333333333333,3713.59090909091,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2007,0.488868333333333,24.8833333333333,3295.38636363636,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2008,0.452938333333333,22.1166666666667,3536.63636363636,2.1839452565163,1.84486485714631,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2009,0.492441666666667,24.8833333333333,3816.97826086957,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2010,0.480273333333333,29.7833333333333,3939.13636363636,2.17957111772909,1.82974736423614,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2011,0.545281666666667,27.0666666666667,3907.90909090909,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2012,0.451385,26.4333333333333,3634.64772727273,2.18084324607541,1.83435938121043,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2013,0.465768333333333,26.0333333333333,3258.85869565217,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2014,0.481905,24.2,3905.05681818182,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2015,0.516081666666667,18.65,4274.51136363636,2.18384905273852,1.84445694130248,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2016,0.449616666666667,28.1,3681.01136363636,2.17981916944741,1.8303634023409,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2017,0.527595,28.25,3814.67045454545,2.17265013075183,1.80491848044326,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2018,0.436643333333333,21.55,3803.98913043478,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2019,0.43122,23.7333333333333,3908.44318181818,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2020,0.556295,28.8333333333333,4114.10227272727,2.18412579493695,1.84550386079235,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2021,0.514021666666667,27.1166666666667,4102.36363636364,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2022,0.497856666666667,34.5,3793,2.17564252396955,1.81503398365933,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2023,0.503736666666667,24.8166666666667,3850.03260869565,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2024,0.498028333333333,33.6166666666667,3880.14772727273,2.17981916944741,1.8303634023409,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Hyptis_suaveolens_Survey 1",145.25,295.25,228.75,377.5,1980.75,227.75,66.75,369.75,253,252.5,NA,NA,0.06,0.54,NA,0.34,NA,NA,0.06,246.75,129.5,52.75,2545.5,368,124.25,243.75,241.5,233.25,282,215.75,880.5,278,0,113.25,575,2.25,184.5,31.75,18.483861,73.833778,0.435674995183945,2025,0.612098333333333,36.95,3974.60227272727,2.1826348827021,1.84030355261629,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2002,0.465083333333333,22.5,3134.18181818182,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2003,0.382831666666667,25.4333333333333,3365.02727272727,2.18413224273768,1.84552668235114,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2004,0.452235,26.6666666666667,3255.68695652174,2.17981916944741,1.8303634023409,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2005,0.432653333333333,28.6333333333333,3364.26363636364,2.1711225221184,1.79983200363033,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2006,0.483401666666667,25.3333333333333,3130.5,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2007,0.434248333333333,26.65,2977.82727272727,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2008,0.42369,22.25,3179.8,2.1839452565163,1.84486485714631,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2009,0.425198333333333,25.4833333333333,3349.09565217391,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2010,0.405453333333333,29.1,3400.19090909091,2.17957111772909,1.82974736423614,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2011,0.527428333333333,28.6666666666667,3346.6,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2012,0.437571666666667,26.7666666666667,3349.24545454545,2.18084324607541,1.83435938121043,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2013,0.453195,22.25,3292.98260869565,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2014,0.498185,20.35,3878.80909090909,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2015,0.545373333333333,19.4333333333333,4242.42727272727,2.18384905273852,1.84445694130248,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2016,0.408881666666667,28.4333333333333,3505.28181818182,2.17981916944741,1.8303634023409,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2017,0.522788333333333,32.4666666666667,3673.5,2.17265013075183,1.80491848044326,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2018,0.412245,21.9,3742.3652173913,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2019,0.380188333333333,25,3689.26363636364,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2020,0.480693333333333,30.6666666666667,3744.89090909091,2.18412579493695,1.84550386079235,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2021,0.508096666666667,20.95,3965.69090909091,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2022,0.460388333333333,31.3333333333333,3592.05454545455,2.17564252396955,1.81503398365933,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2023,0.547678333333333,26.9,3967.19130434783,2.17982507993142,1.83038432210313,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2024,0.489551666666667,39.2166666666667,3860.1,2.17981916944741,1.8303634023409,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 1_Lantana_camara_Survey 1",144.028571428571,314.138095238095,235.37380952381,377.47619047619,1970.19285714286,238.02619047619,66.7142857142857,365.164285714286,257.683333333333,290.885714285714,NA,NA,0.04,0.62,NA,0.34,NA,NA,NA,250.2,131.2,52.4,2587.6,372.8,125,247.8,246.2,236,286.2,218.8,827.8,246.4,0,109.2,527.6,3,182,31,18.499722,73.835972,0.43118000626564,2025,0.508341666666667,33.8,3793.74545454545,2.1826348827021,1.84030355261629,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 2_Carpinus_caroliniana_Survey 1",101.333333333333,433.5,46.6666666666667,84.1666666666667,15948,626,47.8333333333333,563.5,352.5,2518.5,NA,NA,0.015625,NA,NA,0.96875,0.015625,NA,NA,86.6666666666667,118.833333333333,32,8737.5,271,-97.1666666666667,368.166666666667,45.5,-19.3333333333333,196,-30.3333333333333,1210.5,114.166666666667,84.1666666666667,7,320.5,277.666666666667,299.833333333333,282.666666666667,41.79791,-72.34545,1.14310000340144,2002,0.779233333333333,22.3333333333333,6215.93181818182,3.01333318555044,0,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 2_Carpinus_caroliniana_Survey 1",101.333333333333,433.5,46.6666666666667,84.1666666666667,15948,626,47.8333333333333,563.5,352.5,2518.5,NA,NA,0.015625,NA,NA,0.96875,0.015625,NA,NA,86.6666666666667,118.833333333333,32,8737.5,271,-97.1666666666667,368.166666666667,45.5,-19.3333333333333,196,-30.3333333333333,1210.5,114.166666666667,84.1666666666667,7,320.5,277.666666666667,299.833333333333,282.666666666667,41.79791,-72.34545,1.14310000340144,2003,0.881483333333333,29.5,5601.06060606061,3.0946678075323,0,NA,NA,NA,NA,NA,NA,NA
"Bagchi_Site 2_Carpinus_caroliniana_Survey 1",101.333333333333,433.5,46.6666666666667,84.1666666666667,15948,626,47.8333333333333,563.5,352.5,2518.5,NA,NA,0.015625,NA,NA,0.96875,0.015625,NA,NA,86.6666666666667,118.833333333333,32,8737.5,271,-97.1666666666667,368.166666666667,45.5,-19.3333333333333,196,-30.3333333333333,1210.5,114.166666666667,84.1666666666667,7,320.5,277.666666666667,299.833333333333,282.666666666667,41.79791,-72.34545,1.14310000340144,2004,1.02095,20.1666666666667,5822.35507246377,3.01355302141411,0,NA,NA,NA,NA,NA,NA,NA
