"surveyID","Biome1","Lat","Long"
"Lynn_Site 2_Potentilla_erecta_Survey 1","Grassland",60.665,6.33777778
"Lynn_Site 2_Sibbaldia_procumbens_Survey 1","Grassland",61.02388889,8.12388889
"Lynn_Site 2_Veronica_officinalis_Survey 1","Grassland",60.66527778,6.33722222
"Lynn_Site 3_Bistorta_vivipara_Survey 1","Grassland",60.82055556,8.70472222
"Lynn_Site 3_Hieracium_pilosella_Survey 1","Grassland",60.82055556,8.70472222
"Lynn_Site 3_Hypericum_maculatum_Survey 1","Grassland",60.82055556,8.70472222
"Lynn_Site 3_Hypericum_maculatum_Survey 2","Grassland",60.87527778,7.17666667
"Lynn_Site 3_Potentilla_erecta_Survey 1","Grassland",60.82055556,8.70472222
"Lynn_Site 3_Potentilla_erecta_Survey 2","Grassland",60.87527778,7.17666667
"Lynn_Site 3_Veronica_officinalis_Survey 1","Grassland",60.82055556,8.70472222
"Lynn_Site 3_Veronica_officinalis_Survey 2","Grassland",60.87527778,7.17666667
"Lynn_Site 4_Hypericum_maculatum_Survey 1","Grassland",60.88,7.17
"Lynn_Site 4_Potentilla_erecta_Survey 1","Grassland",60.88,7.17
"Lynn_Site 4_Veronica_officinalis_Survey 1","Grassland",60.88,7.17
"Lynn_Site 5_Bistorta_vivipara_Survey 1","Grassland",60.82472222,7.27777778
"Lynn_Site 5_Sibbaldia_procumbens_Survey 1","Grassland",60.82472222,7.27777778
"Lynn_Site 5_Taraxacum_officinale_Survey 1","Grassland",60.82472222,7.27777778
"Lynn_Site 5_Thalictrum_alpinum_Survey 1","Grassland",60.82472222,7.27777778
"Lynn_Site 6_Bistorta_vivipara_Survey 1","Grassland",61.08638889,6.62722222
"Lynn_Site 6_Potentilla_erecta_Survey 1","Grassland",61.08638889,6.62722222
"Lynn_Site 6_Veronica_officinalis_Survey 1","Grassland",61.08638889,6.62722222
"Lynn_Site 7_Bistorta_vivipara_Survey 1","Grassland",60.93305556,6.41472222
"Lynn_Site 7_Sibbaldia_procumbens_Survey 1","Grassland",60.93305556,6.41472222
"Lynn_Site 7_Thalictrum_alpinum_Survey 1","Grassland",60.93305556,6.41472222
"Lynn_Site 9_Bistorta_vivipara_Survey 1","Grassland",60.54472222,6.51527778
"Lynn_Site 9_Potentilla_erecta_Survey 1","Grassland",60.54472222,6.51527778
"Lynn_Site 9_Thalictrum_alpinum_Survey 1","Grassland",60.54472222,6.51527778
"Maia_Site 1_Baccharis_dracunculifolia_Survey 1","Grassland",-19.28050349,-43.59374332
"Maia_Site 1_Baccharis_serrulata_Survey 1","Grassland",-19.2805483,-43.59202058
"Maia_Site 1_Handroanthus_ochraceus_Survey 1","Grassland",-19.28059894,-43.59273405
"Maia_Site 2_Pittosporum_tenuifolium_Survey 1","Grassland",-43.462795,172.605548
"Maia_Site 3_Corylus_avellana_Survey 1","Grassland",-43.647168,172.459685
"Maia_Site 3_Olea_europaea_Survey 1","Grassland",-43.645753,172.4564876
"Maia_Site 3_Plantago_lanceolata_Survey 1","Grassland",-43.468478,172.506189
"Mannal_Site 1_Plantago_lanceolata_Survey 1","Forest",47.029444,7.456111
"Mannal_Site 1_Taraxacum_officinale_Survey 1","Forest",47.024722,7.457222
"Mannal_Site 1_Vicia_sepium_Survey 1","Forest",47.029444,7.456111
"Massad_Site 1_Capparis_erythrocarpos_Survey 1","Grassland",-18.94757,34.37353
"Massad_Site 2_Gomphocarpus_fructicosus_Survey 1","Grassland",-18.90735,34.43373
"Massad_Site 3_Symphoricarpos_albus_Survey 1","Grassland",44.636442,-123.297655
"McBrid_Site 1_Taraxacum_officinale_Survey 1","Grassland",38.98331,-112.04013
"McBrid_Site 2_Cryptantha_cinerea_Survey 1","Forest",35.085153,-111.664521
"McCall_Site 3_Ageratina_altissima_Survey 1","Forest",40.084,-82.52
"McCall_Site 3_Vernonia_gigantea_Survey 1","Forest",40.084,-82.518
"McCall_Site 7_Persicaria_virginiana_Survey 1","Forest",40.058,-82.527
"McCall_Site 8_Urtica_dioica_Survey 1","Forest",40.054,-82.531
"Merwin_Site 1_Apocynum_cannabinum_Survey 1","Forest",41.488607,-81.934286
"Merwin_Site 1_Asclepias_incarnata_Survey 1","Forest",41.486505,-81.936059
"Mijang_Site 1_Asclepias_asperula_Survey 1","Grassland",30.825067,-98.0578
"Mills_Site 1_Acacia_dealbata_Survey 1","Forest",-35.4451544,149.0751996
"Mills_Site 2_Doryanthes_excelsa_Survey 1","Forest",-34.145422,151.004869
"Mills_Site 3_Taraxacum_officinale_Survey 1","Forest",-35.427841,149.075377
"Moles_Site 1_Acacia_longifolia_Survey 1","Forest",-33.985512,151.236216
"Moles_Site 1_Acacia_suaveolens_Survey 1","Forest",-33.985512,151.236216
"Moles_Site 1_Taraxacum_officinale_Survey 1","Forest",-33.765833,151.286111
"Moles_Site 3_Plantago_lanceolata_Survey 1","Forest",-33.913548,151.22226
"Moore_Site 1_Aralia_nudicaulis_Survey 1","Forest",44.557919,-69.6676022
"Moore_Site 1_Mitchella_repens_Survey 1","Forest",44.559115,-69.668172
"Moore_Site 1_Sanguinaria_canadensis_Survey 1","Forest",45.196278,-69.068394
"Moreir_Site 1_Castanea_sativa_Survey 1","Forest",42.395784,-8.508474
"Moreir_Site 2_Castanea_sativa_Survey 1","Forest",42.38047,-8.656598
"Moreir_Site 2_Plantago_lanceolata_Survey 1","Forest",42.3717578,-8.6153001
"Moreir_Site 2_Quercus_robur_Survey 1","Forest",42.324049,-8.49591
"Moreir_Site 3_Castanea_sativa_Survey 1","Forest",42.382589,-8.476794
"Moreir_Site 3_Quercus_robur_Survey 1","Forest",42.403496,-8.645684
"Moreir_Site 4_Plantago_lanceolata_Survey 1","Forest",42.4094954,-8.6482517
"Moreir_Site 4_Quercus_robur_Survey 1","Forest",42.3838,-8.6271
"Morris_Site 1_Datura_wrightii_Survey 1","Grassland",36.10415,-115.01855
"Morris_Site 2_Passiflora_incarnata_Survey 1","Grassland",30.40993,-91.10963
"Morris_Site 3_Passiflora_incarnata_Survey 1","Grassland",30.11121,-96.45419
"Morris_Site 4_Passiflora_lutea_Survey 1","Forest",30.29088,-96.41332
"Morris_Site 5_Passiflora_lutea_Survey 1","Grassland",30.282469,-97.77895
"Moshob_Site 1_Calotropis_procera_Survey 1","Grassland",-22.573375,30.538016
"Moshob_Site 2_Canna_indica_Survey 1","Grassland",-23.943335,29.934497
"Moshob_Site 3_Desmodium_incanum_Survey 1","Grassland",-22.964976,30.469137
"Muola-_Site 1_Campanula_rotundifolia_Survey 1","Grassland",69.76,26.99
"Muola-_Site 1_Rhinanthus_minor_Survey 1","Grassland",69.759,26.991
"Muola-_Site 1_Solidago_virgaurea_Survey 1","Grassland",69.76,26.99
"Muola-_Site 2_Cornus_suecica_Survey 1","Grassland",69.864,27.009
"Muola-_Site 2_Epilobium_angustifolium_Survey 1","Grassland",69.86513786,27.02082226
"Muola-_Site 3_Trifolium_pratense_Survey 1","Grassland",69.91,27.031
"Muola-_Site 4_Geranium_sylvaticum_Survey 1","Grassland",69.761,26.996
"Muola_Site 1_Fragaria_vesca_Survey 1","Forest",60.303265,22.26455
"Muola_Site 2_Plantago_major_Survey 1","Forest",60.298233,22.298367
"Muola_Site 3_Taraxacum_officinale_Survey 1","Forest",60.48282694,27.614775
"Nakada_Site 1_Hypochaeris_radicata_Survey 1","Forest",35.7975,140.1
"Nakada_Site 1_Lespedeza_pilosa_Survey 1","Forest",35.78944444,140.1022222
"Nakada_Site 1_Pleioblastus_chino_Survey 1","Forest",35.78972222,140.1019444
"Nakaji_Site 1_Carex_leucochlora_Survey 1","Forest",35.78944444,140.1022222
"Nakaji_Site 1_Hydrocotyle_maritima_Survey 1","Forest",35.78944444,140.1022222
"Nakaji_Site 1_Solidago_altissima_Survey 1","Forest",35.78944444,140.1022222
"Novais_Site 1_Dalbergia_miscolobium_Survey 1","Grassland",-19.2802365,-43.5941173
"Novais_Site 1_Kielmeyera_petiolaris_Survey 1","Grassland",-19.27911764,-43.59547369
"Novais_Site 1_Pleroma_candolleanum_Survey 1","Grassland",-19.28085903,-43.59272458
"Pan_Site 1_Antennaria_neglecta_Survey 1","Grassland",36.1002437,-97.2068274
"Pan_Site 1_Antennaria_neglecta_Survey 2","Grassland",36.1002437,-97.2068274
"Pan_Site 1_Artemisia_ludoviciana_Survey 1","Grassland",36.1007297,-97.2062665
"Pan_Site 1_Pediomelum_tenuiflorum_Survey 1","Grassland",36.1008705,-97.2067137
"Pan_Site 1_Pediomelum_tenuiflorum_Survey 2","Grassland",36.1008705,-97.2067137
"Pan_Site 1_Salix_reticulata_Survey 1","Grassland",69.130278,-104.988056
"Pan_Site 2_Taraxacum_ceratophorum_Survey 1","Grassland",69.120833,-105.038889
"Pan_Site 3_Astragalus_australis_Survey 1","Grassland",69.138333,-105.0675
"Pan_Site 4_Chamerion_latifolium_Survey 1","Grassland",69.09362,-105.2669
"Pan_Site 5_Hedysarum_boreale_Survey 1","Grassland",69.120556,-105.046111
"Pan_Site 6_Hulteniella_integrifolia_Survey 1","Grassland",69.129444,-105.004444
"Pan_Site 8_Plantago_lanceolata_Survey 1","Grassland",36.1442,-97.054663
"Pan_Site 9_Salix_arctica_Survey 1","Grassland",69.182465,-104.732456
"Pardik_Site 1_Galium_album_Survey 1","Forest",48.973333,14.466111
"Pareja_Site 1_Hypochaeris_chillensis_Survey 1","Forest",-21.791389,-43.391007
"Pareja_Site 2_Chaptalia_integerrima_Survey 1","Forest",-22.8364364,-47.0493636
"Pareja_Site 3_Tridax_procumbens_Survey 1","Forest",-22.8200351,-47.0656133
"Pareja_Site 4_Turnera_subulata_Survey 1","Forest",-22.814722,-47.062222
"Partha_Site 1_Bridelia_crenulata_Survey 1","Forest",12.02222222,79.84916667
"Partha_Site 1_Cissus_vitiginea_Survey 1","Forest",12.0175,79.85388889
"Partha_Site 1_Desmodium_gangeticum_Survey 1","Forest",12.01611111,79.85555556
"Partha_Site 1_Lantana_camara_Survey 1","Forest",12.01805556,79.8525
"Partha_Site 1_Morinda_pubescens_Survey 1","Forest",12.01972222,79.85
"Pawar_Site 1_Alternanthera_ficoidea_Survey 1","Forest",18.475456,73.827967
"Pawar_Site 2_Senna_obtusifolia_Survey 1","Forest",18.520556,73.822528
"Pawar_Site 2_Urena_lobata_Survey 1","Forest",18.519694,73.822
"Paynte_Site 1_Celmisia_spectabilis_Survey 1","Grassland",-42.93722,171.54596
"Paynte_Site 1_Gentianella_bellidifolia_Survey 1","Grassland",-42.93722,171.54596
"Paynte_Site 1_Taraxacum_officinale_Survey 1","Grassland",-43.37252,171.9884
"Paynte_Site 3_Montigena_novae-zelandiae_Survey 1","Grassland",-43.396143,171.716239
"Paynte_Site 4_Ranunculus_paucifolius_Survey 1","Grassland",-43.22453,171.71594
"Pearse_Site 10_Lepidium_draba_Survey 1","Grassland",40.4227424,-104.5982768
"Pearse_Site 1_Bistorta_bistortoides_Survey 1","Grassland",41.334761,-106.33014
"Pearse_Site 1_Erigeron_glacialis_Survey 1","Grassland",41.334761,-106.33014
"Pearse_Site 1_Geum_rossii_Survey 1","Grassland",41.334761,-106.33014
"Pearse_Site 1_Lepidium_draba_Survey 1","Grassland",40.3531398,-104.7531464
"Pearse_Site 1_Senecio_crassulus_Survey 1","Forest",41.334761,-106.33014
"Pearse_Site 3_Solidago_simplex_Survey 1","Forest",41.168746,-105.341575
"Pearse_Site 4_Lepidium_draba_Survey 1","Grassland",40.3777102,-104.672452
"Pearse_Site 5_Lepidium_draba_Survey 1","Grassland",40.3115353,-103.6253704
"Pearse_Site 6_Lepidium_draba_Survey 1","Grassland",40.3500838,-104.4239281
"Pearse_Site 7_Lepidium_draba_Survey 1","Grassland",40.262772,-103.780279
"Pearse_Site 8_Lepidium_draba_Survey 1","Grassland",40.3702277,-104.0892317
"Pearse_Site 9_Lepidium_draba_Survey 1","Grassland",40.2831742,-103.6964891
"Penczy_Site 1_Plantago_lanceolata_Survey 1","Forest",38.53711,-90.48883
"Penczy_Site 1_Plantago_rugelii_Survey 1","Forest",38.53711,-90.48883
"Penczy_Site 2_Plantago_lanceolata_Survey 1","Grassland",38.61437,-90.29152
"Penczy_Site 2_Plantago_rugelii_Survey 1","Grassland",38.61437,-90.29152
"Penczy_Site 3_Plantago_lanceolata_Survey 1","Forest",38.58161,-90.4207
"Penczy_Site 3_Plantago_rugelii_Survey 1","Forest",38.58161,-90.4207
"Penczy_Site 4_Plantago_lanceolata_Survey 1","Grassland",38.61526,-90.21764
"Penczy_Site 4_Plantago_rugelii_Survey 1","Grassland",38.61526,-90.21764
"Penczy_Site 5_Plantago_lanceolata_Survey 1","Grassland",38.48183,-90.82368
"Penczy_Site 5_Plantago_rugelii_Survey 1","Grassland",38.48183,-90.82368
"Penczy_Site 6_Plantago_lanceolata_Survey 1","Grassland",38.48183,-90.82368
"Penczy_Site 6_Plantago_rugelii_Survey 1","Grassland",38.48183,-90.82368
"Penczy_Site 7_Plantago_lanceolata_Survey 1","Forest",38.55491,-90.46831
"Penczy_Site 7_Plantago_rugelii_Survey 1","Forest",38.55491,-90.46831
"Penczy_Site 8_Plantago_lanceolata_Survey 1","Grassland",38.60833,-90.2667
"Penczy_Site 8_Plantago_rugelii_Survey 1","Grassland",38.60833,-90.2667
"Penczy_Site 9_Plantago_lanceolata_Survey 1","Forest",38.52468,-90.5582
"Penczy_Site 9_Plantago_rugelii_Survey 1","Forest",38.52468,-90.5582
"Pepi_Site 1_Abronia_latifolia_Survey 1","Forest",38.321425,-123.074844
"Pepi_Site 1_Eschscholzia_californica_Survey 1","Forest",38.32167,-123.07668
"Pepi_Site 1_Impatiens_parviflora_Survey 1","Forest",49.2796,-123.2438
"Pepi_Site 1_Lupinus_arboreus_Survey 1","Forest",38.3219,-123.07691
"Pepi_Site 2_Dudleya_farinosa_Survey 1","Forest",38.3219,-123.0772
"Pharty_Site 1_Argemone_mexicana_Survey 1","Forest",25.0126,85.2515
"Pharty_Site 2_Calotropis_procera_Survey 1","Forest",25.0185,85.3884
"Pharty_Site 2_Cullen_corylifolium_Survey 1","Forest",25.0111,85.2243
"Pharty_Site 2_Psoralea_corylifolium_Survey 1","Forest",25.0111,85.2243
"Pharty_Site 2_Senna_occidentalis_Survey 1","Forest",25.107,85.2453
"Pharty_Site 3_Marsilea_minuta_Survey 1","Forest",25.0141,85.2441
"Pharty_Site 3_Ruellia_tuberosa_Survey 1","Forest",25.013393,85.245042
"Pharty_Site 3_Shorea_robusta_Survey 1","Forest",24.9542,85.3662
"Piper_Site 1_Adesmia_boronioides_Survey 1","Grassland",-46.294533,-71.8545
"Piper_Site 2_Gunnera_tinctoria_Survey 1","Forest",-44.50301,-72.5237
"Piper_Site 3_Gunnera_tinctoria_Survey 1","Forest",-44.705,-72.2267
"Piper_Site 4_Pinus_contorta_Survey 1","Forest",-45.5602,-71.97327
"Piper_Site 4_Taraxacum_officinale_Survey 1","Forest",-45.55921,-71.97509
"Piper_Site 5_Taraxacum_officinale_Survey 1","Forest",-45.5356667,-72.07045
"Poveda_Site 1_Barbarea_vulgaris_Survey 1","Forest",42.3291043,-76.5327623
"Poveda_Site 2_Lantana_camara_Survey 1","Forest",4.760278,-74.069306
"Poveda_Site 2_Taraxacum_officinale_Survey 1","Forest",4.76025,-74.069222
"Poveda_Site 3_Senecio_madagascariensis_Survey 1","Forest",4.759222,-74.071583
"Pringl_Site 1_Asclepias_cryptoceras_Survey 1","Grassland",41.0222,-119.35397
"Pringl_Site 1_Wyethia_mollis_Survey 1","Forest",39.28362,-120.03197
"Pringl_Site 2_Asclepias_speciosa_Survey 1","Grassland",39.49265,-119.87045
"Pringl_Site 3_Erigeron_glacialis_Survey 1","Forest",38.69579,-120.00431
"Pringl_Site 3_Heracleum_maximum_Survey 1","Forest",38.69538,-120.00449
"Puy_Site 1_Plantago_lanceolata_Survey 1","Forest",42.757545,-0.236728
"Puy_Site 2_Plantago_lanceolata_Survey 1","Forest",42.7355,-1.7425
"Puy_Site 3_Taraxacum_officinale_Survey 1","Forest",42.819833,-1.654889
"Quinte_Site 1_Alstroemeria_aurea_Survey 1","Forest",-41.14415,-71.369536
"Quinte_Site 2_Aristotelia_chilensis_Survey 1","Forest",-41.183333,-71.4025
"Quinte_Site 3_Berberis_microphylla_Survey 1","Forest",-41.143778,-71.367778
"Quinte_Site 4_Nothofagus_dombeyi_Survey 1","Forest",-41.130833,-71.385833
"Quinte_Site 5_Taraxacum_officinale_Survey 1","Forest",-41.130556,-71.385778
"Rasman_Site 10_Plantago_lanceolata_Survey 1","Forest",46.214722,7.051944
"Rasman_Site 1_Plantago_lanceolata_Survey 1","Forest",47.120556,7.034167
"Rasman_Site 2_Plantago_lanceolata_Survey 1","Forest",46.193889,7.028889
"Rasman_Site 3_Plantago_lanceolata_Survey 1","Forest",47.067778,7.092778
"Rasman_Site 4_Plantago_lanceolata_Survey 1","Forest",46.488056,8.7925
"Rasman_Site 5_Plantago_lanceolata_Survey 1","Forest",46.214167,7.040833
"Rasman_Site 6_Plantago_lanceolata_Survey 1","Forest",47.093611,7.055278
"Rasman_Site 7_Plantago_lanceolata_Survey 1","Forest",46.500556,8.779167
"Rasman_Site 8_Plantago_lanceolata_Survey 1","Forest",46.203611,7.057778
"Rasman_Site 9_Plantago_lanceolata_Survey 1","Forest",46.507778,8.776389
"Rosche_Site 1_Centaurea_stoebe_Survey 1","Forest",51.504286,11.948357
"Rosche_Site 1_Plantago_lanceolata_Survey 1","Forest",51.503476,11.944952
"Rosche_Site 1_Plantago_lanceolata_Survey 2","Forest",51.5092,11.92717
"Rosenh_Site 1_Lycopus_uniflorus_Survey 1","Forest",43.866667,-74.449722
"Rosenh_Site 1_Platanthera_clavellata_Survey 1","Forest",43.866389,-74.449444
"Rosenh_Site 1_Sagittaria_cuneata_Survey 1","Forest",43.866667,-74.449722
"Rosenh_Site 2_Taraxacum_officinale_Survey 1","Forest",43.856111,-74.4425
"Runyon_Site 1_Balsamorhiza_sagittata_Survey 1","Forest",45.82416,-110.98567
"Runyon_Site 2_Lupinus_sericeus_Survey 1","Grassland",45.62575,-110.96252
"Runyon_Site 2_Potentilla_gracilis_Survey 1","Grassland",45.62575,-110.96252
"Runyon_Site 2_Potentilla_recta_Survey 1","Grassland",45.62575,-110.96252
"Sadeh_Site 1_Anthemis_galilae_Survey 1","Forest",32.7774,35.1703
"Sadeh_Site 2_Lomelosia_prolifera_Survey 1","Forest",32.7648,35.1938
"Sakata_Site 1_Nephrophyllidium_crista-galli_Survey 1","Forest",39.962908,140.848523
"Sakata_Site 1_Solidago_altissima_Survey 1","Forest",34.964233,135.721297
"Sakata_Site 2_Oenothera_biennis_Survey 1","Forest",39.796974,140.045999
"Sakata_Site 2_Plantago_lanceolata_Survey 1","Forest",39.798759,140.045838
"Sakata_Site 3_Plantago_asiatica_Survey 1","Forest",39.784967,140.079586
"Sakata_Site 3_Taraxacum_officinale_Survey 1","Forest",39.784967,140.079586
"Sakata_Site 5_Solidago_altissima_Survey 1","Forest",39.5602,140.283919
"Salcid_Site 1_Clidemia_heterophylla_Survey 1","Forest",-1.06488,-77.69901
"Salcid_Site 2_Fouquieria_splendens_Survey 1","Grassland",31.52703,-111.26104
"Salcid_Site 2_Prosopis_velutina_Survey 1","Grassland",31.529378,-111.270238
"Salcid_Site 3_Hampea_appendiculata_Survey 1","Forest",10.431165,-84.006889
"Salcid_Site 4_Munnozia_pinnatipartita_Survey 1","Forest",-0.599320952,-77.89043019
"Salcid_Site 5_Piper_kelleyi_Survey 1","Forest",-0.61642,-77.88412
"Sapir_Site 1_Iris_atrofusca_Survey 1","Grassland",31.310601,34.795608
"Sapir_Site 2_Iris_atropurpurea_Survey 1","Forest",31.935754,34.786447
"Sapir_Site 3_Iris_atropurpurea_Survey 1","Forest",32.2865088,34.8411719
"Sapir_Site 4_Iris_haynei_Survey 1","Forest",32.433713,35.415922
"Sapir_Site 5_Iris_petrana_Survey 1","Grassland",31.021694,34.974917
"Sasal_Site 1_Gavilea_lutea_Survey 1","Forest",-41.183,-71.413
"Sasal_Site 2_Maytenus_boaria_Survey 1","Forest",-41.1419,-71.376
"Sasal_Site 2_Valeriana_carnosa_Survey 1","Forest",-41.14,-71.373
"Sasal_Site 3_Schinus_patagonicus_Survey 1","Forest",-41.183,-71.413
"Sasal_Site 4_Taraxacum_officinale_Survey 1","Forest",-41.138,-71.326
"Sato_Site 1_Arabidopsis_halleri_Survey 1","Forest",35.100111,134.929444
"Sato_Site 1_Arabidopsis_halleri_Survey 2","Forest",35.100111,134.929444
"Sato_Site 1_Arabidopsis_halleri_Survey 3","Forest",35.100111,134.929444
"Sato_Site 1_Arabidopsis_halleri_Survey 4","Forest",35.100111,134.929444
"Sawant_Site 1_Ageratum_conyzoides_Survey 1","Forest",18.522778,73.820722
"Sawant_Site 2_Bauhinia_racemosa_Survey 1","Forest",18.47025,73.840111
"Sawant_Site 2_Crinum_asiaticum_Survey 1","Forest",18.483306,73.835361
"Schuma_Site 1_Taraxacum_officinale_Survey 1","Forest",51.3,12.4
"Schuma_Site 2_Taraxacum_officinale_Survey 1","Forest",51.3,12.4
"Schuma_Site 3_Taraxacum_officinale_Survey 1","Forest",51.2,12.2
"Segoli_Site 1_Erodium_crassifolium_Survey 1","Grassland",30.864343,34.776426
"Segoli_Site 2_Zygophyllum_dumosum_Survey 1","Grassland",30.82416667,34.7425
"Segre_Site 1_Medicago_polymorpha_Survey 1","Forest",31.987992,34.822712
"Segre_Site 1_Raphanus_raphanistrum_Survey 1","Forest",31.9101889,34.8266421
"Shelef_Site 1_Cistus_salviifolius_Survey 1","Forest",32.94511,35.44215
"Shelef_Site 1_Salvia_sclarea_Survey 1","Forest",32.94511,35.44215
"Shelef_Site 1_Verbesina_encelioides_Survey 1","Forest",32.3644188,34.9454482
"Shelef_Site 2_Heterotheca_subaxillaris_Survey 1","Forest",31.997112,34.8163635
"Shinoh_Site 1_Andropogon_virginicus_Survey 1","Forest",35.78944444,140.1022222
"Shinoh_Site 1_Imperata_cylindrica_Survey 1","Forest",35.78944444,140.1022222
"Shinoh_Site 1_Zoysia_japonica_Survey 1","Forest",35.78944444,140.1022222
"Singh_Site 1_Geranium_pratense_Survey 1","Forest",50.942531,11.606201
"Smith_Site 1_Amsinckia_menziesii_Survey 1","Forest",34.186748,-117.32334
"Smith_Site 2_Eriodictyon_californicum_Survey 1","Forest",34.1775,-117.6744
"Smith_Site 2_Hesperoyucca_whipplei_Survey 1","Forest",34.176944,-117.674722
"Sobral_Site 1_Castanea_sativa_Survey 1","Forest",42.87807,-8.48055
"Sobral_Site 2_Digitalis_purpurea_Survey 1","Forest",42.66115,-7.16295
"Sobral_Site 3_Laurus_nobilis_Survey 1","Forest",42.87812,-8.48157
"Sobral_Site 4_Pentaglottis_sempervirens_Survey 1","Forest",42.66157,-7.1606
"Sobral_Site 5_Plantago_lanceolata_Survey 1","Forest",42.66131,-7.16277
"Sobral_Site 6_Rumex_obtusifolius_Survey 1","Forest",42.64194,-7.15312
"Stotz_Site 1_Aristolochia_chilensis_Survey 1","Forest",-29.971778,-71.372722
"Stotz_Site 2_Cistanthe_sp_Survey 1","Forest",-29.943056,-71.215139
"Stotz_Site 3_Encelia_canescens_Survey 1","Forest",-29.454778,-71.209083
"Stotz_Site 4_Flourensia_thurifera_Survey 1","Forest",-29.748556,-71.250611
"Stotz_Site 4_Proustia_cuneifolia_Survey 1","Forest",-29.749028,-71.251083
"Stotz_Site 5_Lobelia_polyphylla_Survey 1","Forest",-29.457694,-71.284389
"Stotz_Site 5_Senecio_brunonianus_Survey 1","Forest",-29.459528,-71.286389
"Stotz_Site 5_Senna_cumingii_Survey 1","Forest",-29.459333,-71.286833
"Stotz_Site 6_Plantago_hispidula_Survey 1","Forest",-29.942361,-71.217
"Tack_Site 1_Plantago_lanceolata_Survey 1","Forest",59.367817,18.047445
"Tack_Site 1_Plantago_lanceolata_Survey 2","Forest",59.361692,18.059721
"Tack_Site 2_Plantago_lanceolata_Survey 1","Forest",59.435922,18.169811
"Tack_Site 2_Plantago_lanceolata_Survey 2","Forest",59.435922,18.169811
"Tooker_Site 1_Solidago_altissima_Survey 1","Forest",40.849125,-77.860003
"Torric_Site 1_Loasa_insons_Survey 1","Forest",-33.490009,-70.521385
"Torric_Site 1_Pasithea_caerulea_Survey 1","Forest",-33.489513,-70.521953
"Torric_Site 1_Zephyranthes_cisandina_Survey 1","Forest",-33.489658,-70.521044
"Touger_Site 1_Rubus_fruticosus_Survey 1","Forest",50.678625,4.611189
"Touger_Site 2_Rumex_acetosa_Survey 1","Forest",50.668943,4.668069
"Touger_Site 3_Urtica_dioica_Survey 1","Forest",50.666043,4.669635
"Touger_Site 4_Zea_mays_Survey 1","Forest",50.66817,4.666879
"Turner_Site 1_Solanum_sp_Survey 1","Grassland",-8.0021897,-78.69555
"Uesugi_Site 1_Hypochaeris_radicata_Survey 1","Forest",-37.9514,145.2816
"Underw_Site 1_Helianthella_quinquenervis_Survey 1","Forest",38.951638,-106.987224
"Underw_Site 1_Helianthella_quinquenervis_Survey 2","Forest",38.951638,-106.987224
"Underw_Site 1_Solanum_carolinense_Survey 1","Forest",33.185145,-86.765905
"Underw_Site 1_Taraxacum_officinale_Survey 1","Forest",38.9516,-106.9871
"Utsumi_Site 1_Alnus_hirsuta_Survey 1","Forest",44.4309,142.2169
"Utsumi_Site 2_Plantago_lanceolata_Survey 1","Forest",43.0709,141.3386
"Utsumi_Site 3_Symphyotrichum_novi-belgii_Survey 1","Forest",43.1097,141.4928
"Uyi_Site 1_Alternanthera_brasiliana_Survey 1","Forest",6.55013,5.62109
"Uyi_Site 1_Chromolaena_odorata_Survey 1","Forest",6.5542,5.625
"Uyi_Site 1_Heterotis_rotundifolia_Survey 1","Forest",6.54988,5.62187
"Uyi_Site 1_Indigofera_hirsuta_Survey 1","Forest",6.55428,5.6253
"Uyi_Site 1_Pouzolzia_guineensis_Survey 1","Forest",6.55416,5.62476
"Valton_Site 1_Erigeron_canadensis_Survey 1","Forest",62.88186,27.64645
"Valton_Site 1_Salix_herbacea_Survey 1","Grassland",69.091467,21.1217
"Valton_Site 2_Plantago_lanceolata_Survey 1","Forest",62.8809977,27.63391417
"Valton_Site 3_Senecio_viscosus_Survey 1","Forest",62.875404,27.621491
"Valton_Site 4_Sorbus_aucuparia_Survey 1","Forest",62.85163269,27.70074383
"Valton_Site 6_Drosera_rotundifolia_Survey 1","Forest",62.83432,27.6535
"Valton_Site 7_Lactuca_sibirica_Survey 1","Forest",62.615323,29.672409
"Valton_Site 8_Plantago_major_Survey 1","Forest",62.83475,27.653
"Valton_Site 9_Rubus_chamaemorus_Survey 1","Forest",63.25311667,27.89293333
"Villel_Site 1_Plantago_lanceolata_Survey 1","Forest",40.618342,-3.679128
"Villel_Site 2_Plantago_lanceolata_Survey 1","Forest",40.60888,-3.68567
"Villel_Site 3_Plantago_lanceolata_Survey 1","Forest",41.68952,-0.9323918
"Waller_Site 1_Coprosma_lucida_Survey 1","Grassland",-43.587607,172.64115
"Waller_Site 2_Cordyline_australis_Survey 1","Grassland",-43.462697,172.604993
"Waller_Site 3_Plantago_lanceolata_Survey 1","Grassland",-43.568959,172.620821
"Wetzel_Site 11_Chenopodium_album_Survey 1","Forest",42.409703,-85.390154
"Wetzel_Site 1_Acer_saccharum_Survey 1","Forest",42.7177,-84.4752
"Wetzel_Site 1_Desmodium_glutinosum_Survey 1","Forest",42.40566,-85.40305
"Wetzel_Site 1_Melilotus_albus_Survey 1","Forest",42.40475,-85.40215
"Wetzel_Site 1_Tilia_americana_Survey 1","Forest",42.40524,-85.40277
"Wetzel_Site 2_Alliaria_petiolata_Survey 1","Forest",42.4075966,-85.4001752
